Entity,Code,Year,Birth rate - sex: all - age: all - variant: estimates
Trinidad and Tobago,TTO,2016,13.291999816894531
Trinidad and Tobago,TTO,2017,12.909000396728516
Trinidad and Tobago,TTO,2018,12.557000160217283
Trinidad and Tobago,TTO,2019,12.359000205993652
Tunisia,TUN,2010,18.211000442504883
Tunisia,TUN,2011,18.93400001525879
Tunisia,TUN,2012,19.18400001525879
Tunisia,TUN,2013,19.32999992370605
Tunisia,TUN,2014,19.30299949645996
Tunisia,TUN,2015,19.11899948120117
Tunisia,TUN,2016,18.780000686645508
Tunisia,TUN,2017,18.39900016784668
Tunisia,TUN,2018,17.73699951171875
Tunisia,TUN,2019,17.21500015258789
Turkey,TUR,2010,17.746000289916992
Turkey,TUR,2011,17.63800048828125
Turkey,TUR,2012,17.663999557495117
Turkey,TUR,2013,17.73699951171875
Turkey,TUR,2014,17.972000122070312
Turkey,TUR,2015,17.93899917602539
Turkey,TUR,2016,17.73900032043457
Turkey,TUR,2017,17.368000030517578
Turkey,TUR,2018,16.481000900268555
Turkey,TUR,2019,15.593999862670898
Turks and Caicos Islands,TCA,2010,13.70199966430664
Turks and Caicos Islands,TCA,2011,13.48799991607666
Turks and Caicos Islands,TCA,2012,13.258000373840332
Turks and Caicos Islands,TCA,2013,13.041999816894531
Turks and Caicos Islands,TCA,2014,12.80799961090088
Turks and Caicos Islands,TCA,2015,12.815999984741213
Turks and Caicos Islands,TCA,2016,13.215999603271484
Turks and Caicos Islands,TCA,2017,13.30799961090088
Turks and Caicos Islands,TCA,2018,13.130000114440918
Turks and Caicos Islands,TCA,2019,12.848999977111816
Uganda,UGA,2010,43.06800079345703
Uganda,UGA,2011,42.43399810791016
Uganda,UGA,2012,41.74300003051758
Uganda,UGA,2013,40.94300079345703
Uganda,UGA,2014,40.15399932861328
Uganda,UGA,2015,39.422000885009766
Uganda,UGA,2016,38.70899963378906
Uganda,UGA,2017,38.34299850463867
Uganda,UGA,2018,38.0620002746582
Uganda,UGA,2019,37.66699981689453
Ukraine,UKR,2010,10.9350004196167
Ukraine,UKR,2011,11.14799976348877
Ukraine,UKR,2012,11.413000106811523
Ukraine,UKR,2013,11.184000015258787
Ukraine,UKR,2014,10.9399995803833
Ukraine,UKR,2015,10.734999656677246
Ukraine,UKR,2016,10.23900032043457
Ukraine,UKR,2017,9.383999824523926
Ukraine,UKR,2018,8.668999671936035
Ukraine,UKR,2019,7.995999813079834
United Arab Emirates,ARE,2010,13.664999961853027
United Arab Emirates,ARE,2011,13.291999816894531
United Arab Emirates,ARE,2012,12.91100025177002
United Arab Emirates,ARE,2013,12.437999725341797
United Arab Emirates,ARE,2014,11.98900032043457
United Arab Emirates,ARE,2015,11.477999687194824
United Arab Emirates,ARE,2016,10.993000030517578
United Arab Emirates,ARE,2017,10.619999885559082
United Arab Emirates,ARE,2018,10.048999786376951
United Arab Emirates,ARE,2019,9.75
United Kingdom,GBR,2010,12.788999557495115
United Kingdom,GBR,2011,12.736000061035156
United Kingdom,GBR,2012,12.706000328063965
United Kingdom,GBR,2013,12.17099952697754
United Kingdom,GBR,2014,12.031999588012695
United Kingdom,GBR,2015,11.984000205993652
United Kingdom,GBR,2016,11.873000144958496
United Kingdom,GBR,2017,11.47599983215332
United Kingdom,GBR,2018,11.029000282287598
United Kingdom,GBR,2019,10.63700008392334
United States,USA,2010,12.994000434875488
United States,USA,2011,12.72700023651123
United States,USA,2012,12.604000091552734
United States,USA,2013,12.446000099182127
United States,USA,2014,12.45699977874756
United States,USA,2015,12.333999633789062
United States,USA,2016,12.121999740600586
United States,USA,2017,11.76099967956543
United States,USA,2018,11.468000411987305
United States,USA,2019,11.258000373840332
Uruguay,URY,2010,14.263999938964844
Uruguay,URY,2011,14.222999572753906
Uruguay,URY,2012,14.196000099182127
Uruguay,URY,2013,14.196999549865724
Uruguay,URY,2014,14.08199977874756
Uruguay,URY,2015,14.215999603271484
Uruguay,URY,2016,13.640000343322754
Uruguay,URY,2017,12.57900047302246
Uruguay,URY,2018,11.604999542236328
Uruguay,URY,2019,10.821999549865724
Uzbekistan,UZB,2010,22.638999938964844
Uzbekistan,UZB,2011,22.18099975585937
Uzbekistan,UZB,2012,22.17300033569336
Uzbekistan,UZB,2013,22.6879997253418
Uzbekistan,UZB,2014,23.19700050354004
Uzbekistan,UZB,2015,23.351999282836918
Uzbekistan,UZB,2016,23.093000411987305
Uzbekistan,UZB,2017,22.80599975585937
Uzbekistan,UZB,2018,23.996999740600582
Uzbekistan,UZB,2019,24.31399917602539
Vanuatu,VUT,2010,33.055999755859375
Vanuatu,VUT,2011,33.27899932861328
Vanuatu,VUT,2012,33.249000549316406
Vanuatu,VUT,2013,33.08700180053711
Vanuatu,VUT,2014,32.85499954223633
Vanuatu,VUT,2015,32.41999816894531
Vanuatu,VUT,2016,32.02899932861328
Vanuatu,VUT,2017,31.483999252319336
Vanuatu,VUT,2018,30.888999938964844
Vanuatu,VUT,2019,30.399999618530277
Venezuela,VEN,2010,20.80500030517578
Venezuela,VEN,2011,20.465999603271484
Venezuela,VEN,2012,20.14299964904785
Venezuela,VEN,2013,19.82699966430664
Venezuela,VEN,2014,19.506999969482425
Venezuela,VEN,2015,19.201000213623047
Venezuela,VEN,2016,18.89800071716309
Venezuela,VEN,2017,18.50200080871582
Venezuela,VEN,2018,17.832000732421875
Venezuela,VEN,2019,16.88800048828125
Vietnam,VNM,2010,16.9060001373291
Vietnam,VNM,2011,16.929000854492188
Vietnam,VNM,2012,17.077999114990234
Vietnam,VNM,2013,17.152000427246094
Vietnam,VNM,2014,16.981000900268555
Vietnam,VNM,2015,16.78700065612793
Vietnam,VNM,2016,16.437999725341797
Vietnam,VNM,2017,16.100000381469727
Vietnam,VNM,2018,15.873000144958496
Vietnam,VNM,2019,15.663000106811523
Zambia,ZMB,2010,41.79399871826172
Zambia,ZMB,2011,41.1619987487793
Zambia,ZMB,2012,40.35200119018555
Zambia,ZMB,2013,39.50699996948242
Zambia,ZMB,2014,38.58399963378906
Zambia,ZMB,2015,37.83200073242188
Zambia,ZMB,2016,37.242000579833984
Zambia,ZMB,2017,36.60100173950195
Zambia,ZMB,2018,36.040000915527344
Zambia,ZMB,2019,35.46200180053711
Zimbabwe,ZWE,2010,37.055999755859375
Zimbabwe,ZWE,2011,37.20500183105469
Zimbabwe,ZWE,2012,36.80400085449219
Zimbabwe,ZWE,2013,36.24599838256836
Zimbabwe,ZWE,2014,35.12200164794922
Zimbabwe,ZWE,2015,33.959999084472656
Zimbabwe,ZWE,2016,33.17100143432617
Zimbabwe,ZWE,2017,32.51599884033203
Zimbabwe,ZWE,2018,32.07400131225586
Zimbabwe,ZWE,2019,31.51799964904785
